engagement_id,user_id,module_id,topic_category,quiz_score,completion_flag,time_spent_seconds,attempts,difficulty_level,session_timestamp,language_used
ENG_000626,USR_00128,LIT_002,loans,80,True,411,1,4,2025-07-13T00:00:00,mr
ENG_000627,USR_00128,LIT_003,savings,55,True,552,1,2,2025-07-23T00:00:00,mr
ENG_000628,USR_00128,LIT_006,interest_rates,82,True,474,1,4,2025-07-29T00:00:00,mr
ENG_000629,USR_00129,LIT_002,loans,70,True,594,2,4,2025-07-01T00:00:00,ta
ENG_000630,USR_00129,LIT_004,upi_safety,63,True,664,3,2,2025-07-11T00:00:00,ta
ENG_000631,USR_00129,LIT_005,budgeting,83,True,626,1,3,2025-07-31T00:00:00,en
ENG_000632,USR_00129,LIT_003,savings,54,False,365,1,2,2025-07-17T00:00:00,ta
ENG_000633,USR_00129,LIT_001,credit,61,True,816,3,3,2025-08-01T00:00:00,en
ENG_000634,USR_00129,LIT_006,interest_rates,68,True,783,3,4,2025-08-22T00:00:00,ta
ENG_000635,USR_00130,LIT_001,credit,90,True,583,1,3,2025-07-08T00:00:00,en
ENG_000636,USR_00130,LIT_005,budgeting,92,True,561,1,3,2025-07-20T00:00:00,hi
ENG_000637,USR_00130,LIT_006,interest_rates,84,False,273,1,4,2025-07-15T00:00:00,en
ENG_000638,USR_00130,LIT_004,upi_safety,87,True,486,1,2,2025-08-14T00:00:00,hi
ENG_000639,USR_00130,LIT_003,savings,51,True,794,1,2,2025-08-13T00:00:00,en
ENG_000640,USR_00130,LIT_002,loans,59,True,532,3,4,2025-08-07T00:00:00,en
ENG_000641,USR_00131,LIT_004,upi_safety,51,True,805,1,2,2025-07-08T00:00:00,te
ENG_000642,USR_00131,LIT_003,savings,86,True,520,1,2,2025-07-12T00:00:00,te
ENG_000643,USR_00131,LIT_005,budgeting,68,True,383,2,3,2025-07-23T00:00:00,te
ENG_000644,USR_00131,LIT_006,interest_rates,65,True,587,3,4,2025-08-08T00:00:00,te
ENG_000645,USR_00131,LIT_002,loans,66,True,581,3,4,2025-08-15T00:00:00,te
ENG_000646,USR_00132,LIT_005,budgeting,90,True,527,1,3,2025-07-09T00:00:00,en
ENG_000647,USR_00132,LIT_003,savings,95,True,246,1,2,2025-07-12T00:00:00,hi
ENG_000648,USR_00132,LIT_002,loans,49,True,1003,1,4,2025-08-05T00:00:00,hi
ENG_000649,USR_00132,LIT_001,credit,38,True,514,2,3,2025-07-16T00:00:00,en
ENG_000650,USR_00133,LIT_005,budgeting,65,True,479,3,3,2025-07-04T00:00:00,hi
ENG_000651,USR_00133,LIT_003,savings,68,True,426,2,2,2025-07-16T00:00:00,en
ENG_000652,USR_00133,LIT_002,loans,70,True,312,2,4,2025-07-11T00:00:00,hi
ENG_000653,USR_00134,LIT_004,upi_safety,57,True,634,2,2,2025-07-01T00:00:00,kn
ENG_000654,USR_00134,LIT_002,loans,76,True,744,1,4,2025-07-07T00:00:00,kn
ENG_000655,USR_00134,LIT_006,interest_rates,71,True,359,1,4,2025-07-24T00:00:00,kn
ENG_000656,USR_00134,LIT_003,savings,66,True,273,3,2,2025-08-12T00:00:00,kn
ENG_000657,USR_00134,LIT_005,budgeting,86,True,655,1,3,2025-07-24T00:00:00,en
ENG_000658,USR_00135,LIT_003,savings,72,True,447,1,2,2025-07-02T00:00:00,kn
ENG_000659,USR_00135,LIT_004,upi_safety,75,True,696,1,2,2025-07-11T00:00:00,kn
ENG_000660,USR_00135,LIT_002,loans,63,True,483,3,4,2025-08-03T00:00:00,kn
ENG_000661,USR_00135,LIT_005,budgeting,82,True,819,1,3,2025-08-12T00:00:00,en
ENG_000662,USR_00135,LIT_006,interest_rates,73,True,634,1,4,2025-08-02T00:00:00,en
ENG_000663,USR_00136,LIT_002,loans,67,True,820,3,4,2025-07-15T00:00:00,mr
ENG_000664,USR_00136,LIT_003,savings,59,True,947,3,2,2025-07-19T00:00:00,mr
ENG_000665,USR_00136,LIT_005,budgeting,38,True,686,2,3,2025-07-28T00:00:00,en
ENG_000666,USR_00136,LIT_001,credit,74,True,494,1,3,2025-07-28T00:00:00,mr
ENG_000667,USR_00136,LIT_006,interest_rates,60,True,508,2,4,2025-08-17T00:00:00,en
ENG_000668,USR_00136,LIT_004,upi_safety,72,True,479,1,2,2025-08-03T00:00:00,mr
ENG_000669,USR_00137,LIT_003,savings,69,True,631,3,2,2025-07-02T00:00:00,te
ENG_000670,USR_00137,LIT_004,upi_safety,74,True,666,1,2,2025-07-12T00:00:00,te
ENG_000671,USR_00137,LIT_005,budgeting,64,True,632,3,3,2025-07-29T00:00:00,te
ENG_000672,USR_00138,LIT_002,loans,100,True,224,1,4,2025-07-01T00:00:00,en
ENG_000673,USR_00138,LIT_003,savings,48,False,621,3,2,2025-07-15T00:00:00,en
ENG_000674,USR_00138,LIT_001,credit,85,True,618,1,3,2025-07-27T00:00:00,hi
ENG_000675,USR_00138,LIT_005,budgeting,83,True,376,1,3,2025-07-26T00:00:00,hi
ENG_000676,USR_00138,LIT_006,interest_rates,85,True,501,1,4,2025-08-17T00:00:00,hi
ENG_000677,USR_00139,LIT_003,savings,70,True,301,2,2,2025-07-10T00:00:00,hi
ENG_000678,USR_00139,LIT_002,loans,70,True,528,1,4,2025-07-25T00:00:00,hi
ENG_000679,USR_00139,LIT_006,interest_rates,73,True,368,1,4,2025-07-18T00:00:00,en
ENG_000680,USR_00139,LIT_004,upi_safety,55,True,692,3,2,2025-08-01T00:00:00,hi
ENG_000681,USR_00140,LIT_004,upi_safety,55,False,588,1,2,2025-07-06T00:00:00,ta
ENG_000682,USR_00140,LIT_002,loans,69,False,1106,3,4,2025-07-07T00:00:00,en
ENG_000683,USR_00140,LIT_001,credit,88,True,378,1,3,2025-07-11T00:00:00,ta
ENG_000684,USR_00140,LIT_005,budgeting,59,False,748,1,3,2025-07-31T00:00:00,ta
ENG_000685,USR_00140,LIT_003,savings,54,True,857,3,2,2025-07-24T00:00:00,ta
ENG_000686,USR_00140,LIT_006,interest_rates,98,True,143,1,4,2025-07-29T00:00:00,ta
ENG_000687,USR_00141,LIT_002,loans,71,True,348,1,4,2025-07-13T00:00:00,en
ENG_000688,USR_00141,LIT_005,budgeting,63,True,326,3,3,2025-07-20T00:00:00,en
ENG_000689,USR_00141,LIT_006,interest_rates,46,True,499,3,4,2025-07-29T00:00:00,hi
ENG_000690,USR_00141,LIT_001,credit,58,True,694,3,3,2025-07-25T00:00:00,hi
ENG_000691,USR_00142,LIT_002,loans,76,True,690,1,4,2025-07-04T00:00:00,en
ENG_000692,USR_00142,LIT_003,savings,75,True,423,1,2,2025-07-15T00:00:00,te
ENG_000693,USR_00142,LIT_004,upi_safety,54,False,646,1,2,2025-08-01T00:00:00,en
ENG_000694,USR_00142,LIT_001,credit,100,True,794,1,3,2025-07-24T00:00:00,te
ENG_000695,USR_00142,LIT_005,budgeting,77,False,573,1,3,2025-07-30T00:00:00,te
ENG_000696,USR_00143,LIT_004,upi_safety,80,True,350,1,2,2025-07-16T00:00:00,kn
ENG_000697,USR_00143,LIT_005,budgeting,62,True,412,3,3,2025-07-12T00:00:00,en
ENG_000698,USR_00143,LIT_003,savings,89,True,395,1,2,2025-07-19T00:00:00,kn
ENG_000699,USR_00143,LIT_006,interest_rates,76,False,585,1,4,2025-08-06T00:00:00,kn
ENG_000700,USR_00143,LIT_002,loans,58,True,583,2,4,2025-08-03T00:00:00,kn
ENG_000701,USR_00143,LIT_001,credit,79,True,626,1,3,2025-07-30T00:00:00,kn
ENG_000702,USR_00144,LIT_003,savings,85,True,582,1,2,2025-07-04T00:00:00,kn
ENG_000703,USR_00144,LIT_005,budgeting,84,False,389,1,3,2025-07-07T00:00:00,kn
ENG_000704,USR_00144,LIT_001,credit,29,True,636,1,3,2025-08-01T00:00:00,kn
ENG_000705,USR_00145,LIT_001,credit,100,True,136,1,3,2025-07-13T00:00:00,ta
ENG_000706,USR_00145,LIT_005,budgeting,56,True,546,1,3,2025-07-12T00:00:00,ta
ENG_000707,USR_00145,LIT_004,upi_safety,72,True,530,1,2,2025-07-14T00:00:00,en
ENG_000708,USR_00145,LIT_003,savings,64,True,1033,2,2,2025-07-22T00:00:00,ta
ENG_000709,USR_00145,LIT_006,interest_rates,55,True,483,3,4,2025-07-21T00:00:00,ta
ENG_000710,USR_00145,LIT_002,loans,75,True,609,1,4,2025-08-09T00:00:00,ta
ENG_000711,USR_00146,LIT_006,interest_rates,86,False,624,1,4,2025-07-16T00:00:00,en
ENG_000712,USR_00146,LIT_004,upi_safety,37,True,388,3,2,2025-07-20T00:00:00,mr
ENG_000713,USR_00146,LIT_002,loans,69,True,798,3,4,2025-07-11T00:00:00,mr
ENG_000714,USR_00146,LIT_005,budgeting,100,True,573,1,3,2025-08-14T00:00:00,en
ENG_000715,USR_00146,LIT_003,savings,55,True,718,2,2,2025-07-23T00:00:00,en
ENG_000716,USR_00146,LIT_001,credit,55,True,639,2,3,2025-07-26T00:00:00,mr
ENG_000717,USR_00147,LIT_003,savings,65,True,513,3,2,2025-07-13T00:00:00,kn
ENG_000718,USR_00147,LIT_004,upi_safety,64,True,871,3,2,2025-07-11T00:00:00,kn
ENG_000719,USR_00147,LIT_002,loans,89,True,867,1,4,2025-07-29T00:00:00,kn
ENG_000720,USR_00147,LIT_001,credit,68,True,545,2,3,2025-07-31T00:00:00,kn
ENG_000721,USR_00147,LIT_005,budgeting,76,False,506,1,3,2025-08-19T00:00:00,kn
ENG_000722,USR_00148,LIT_006,interest_rates,83,True,776,1,4,2025-07-13T00:00:00,en
ENG_000723,USR_00148,LIT_004,upi_safety,77,True,637,1,2,2025-07-23T00:00:00,en
ENG_000724,USR_00148,LIT_001,credit,47,False,555,3,3,2025-07-28T00:00:00,te
ENG_000725,USR_00149,LIT_004,upi_safety,60,True,951,2,2,2025-07-16T00:00:00,te
ENG_000726,USR_00149,LIT_006,interest_rates,72,False,512,1,4,2025-07-19T00:00:00,te
ENG_000727,USR_00149,LIT_001,credit,58,False,579,2,3,2025-07-22T00:00:00,te
ENG_000728,USR_00149,LIT_002,loans,39,False,794,3,4,2025-07-24T00:00:00,te
ENG_000729,USR_00150,LIT_001,credit,87,True,930,1,3,2025-07-09T00:00:00,en
ENG_000730,USR_00150,LIT_002,loans,42,True,516,3,4,2025-07-26T00:00:00,hi
ENG_000731,USR_00150,LIT_003,savings,63,True,705,3,2,2025-07-18T00:00:00,hi
ENG_000732,USR_00150,LIT_006,interest_rates,61,True,120,3,4,2025-08-12T00:00:00,hi
ENG_000733,USR_00151,LIT_004,upi_safety,57,False,700,3,2,2025-07-13T00:00:00,ta
ENG_000734,USR_00151,LIT_006,interest_rates,91,True,457,1,4,2025-07-26T00:00:00,ta
ENG_000735,USR_00151,LIT_003,savings,83,True,650,1,2,2025-07-27T00:00:00,ta
ENG_000736,USR_00151,LIT_001,credit,61,True,465,3,3,2025-07-22T00:00:00,ta
ENG_000737,USR_00152,LIT_002,loans,52,True,952,2,4,2025-07-12T00:00:00,hi
ENG_000738,USR_00152,LIT_004,upi_safety,77,True,525,1,2,2025-07-22T00:00:00,hi
ENG_000739,USR_00152,LIT_006,interest_rates,60,True,604,1,4,2025-07-11T00:00:00,hi
ENG_000740,USR_00152,LIT_005,budgeting,57,True,520,2,3,2025-07-27T00:00:00,hi
ENG_000741,USR_00152,LIT_001,credit,80,True,397,1,3,2025-08-17T00:00:00,hi
ENG_000742,USR_00153,LIT_005,budgeting,66,True,367,3,3,2025-07-10T00:00:00,mr
ENG_000743,USR_00153,LIT_001,credit,81,True,513,1,3,2025-07-07T00:00:00,en
ENG_000744,USR_00153,LIT_003,savings,78,True,527,1,2,2025-08-04T00:00:00,mr
ENG_000745,USR_00153,LIT_002,loans,50,True,944,1,4,2025-08-08T00:00:00,mr
ENG_000746,USR_00153,LIT_006,interest_rates,80,True,869,1,4,2025-08-03T00:00:00,mr
ENG_000747,USR_00153,LIT_004,upi_safety,88,True,460,1,2,2025-09-04T00:00:00,mr
ENG_000748,USR_00154,LIT_002,loans,61,True,546,1,4,2025-07-01T00:00:00,kn
ENG_000749,USR_00154,LIT_004,upi_safety,69,True,716,2,2,2025-07-11T00:00:00,kn
ENG_000750,USR_00154,LIT_006,interest_rates,59,False,632,3,4,2025-07-27T00:00:00,en
ENG_000751,USR_00154,LIT_003,savings,49,False,877,1,2,2025-08-10T00:00:00,kn
ENG_000752,USR_00154,LIT_005,budgeting,96,True,860,1,3,2025-07-27T00:00:00,kn
ENG_000753,USR_00154,LIT_001,credit,79,True,496,1,3,2025-08-27T00:00:00,en
ENG_000754,USR_00155,LIT_003,savings,68,True,433,3,2,2025-07-13T00:00:00,te
ENG_000755,USR_00155,LIT_001,credit,49,True,449,1,3,2025-07-18T00:00:00,te
ENG_000756,USR_00155,LIT_002,loans,75,True,457,1,4,2025-07-12T00:00:00,te
ENG_000757,USR_00155,LIT_005,budgeting,61,True,723,3,3,2025-07-23T00:00:00,te
ENG_000758,USR_00155,LIT_006,interest_rates,100,True,702,1,4,2025-08-20T00:00:00,te
ENG_000759,USR_00156,LIT_004,upi_safety,88,True,392,1,2,2025-07-14T00:00:00,en
ENG_000760,USR_00156,LIT_002,loans,45,True,371,1,4,2025-07-11T00:00:00,ta
ENG_000761,USR_00156,LIT_001,credit,76,True,578,1,3,2025-08-05T00:00:00,ta
ENG_000762,USR_00156,LIT_003,savings,96,True,838,1,2,2025-08-04T00:00:00,ta
ENG_000763,USR_00156,LIT_006,interest_rates,65,True,1025,2,4,2025-08-24T00:00:00,ta
ENG_000764,USR_00157,LIT_005,budgeting,67,True,601,2,3,2025-07-04T00:00:00,en
ENG_000765,USR_00157,LIT_006,interest_rates,67,True,635,1,4,2025-07-07T00:00:00,te
ENG_000766,USR_00157,LIT_004,upi_safety,44,True,243,1,2,2025-07-19T00:00:00,en
ENG_000767,USR_00157,LIT_002,loans,58,True,775,2,4,2025-08-06T00:00:00,te
ENG_000768,USR_00157,LIT_003,savings,98,True,319,1,2,2025-07-31T00:00:00,te
ENG_000769,USR_00157,LIT_001,credit,89,True,898,1,3,2025-08-02T00:00:00,te
ENG_000770,USR_00158,LIT_002,loans,53,False,688,1,4,2025-07-07T00:00:00,mr
ENG_000771,USR_00158,LIT_001,credit,72,True,469,1,3,2025-07-17T00:00:00,en
ENG_000772,USR_00158,LIT_004,upi_safety,90,True,785,1,2,2025-07-16T00:00:00,mr
ENG_000773,USR_00158,LIT_006,interest_rates,57,True,535,2,4,2025-07-27T00:00:00,mr
ENG_000774,USR_00158,LIT_003,savings,73,True,595,1,2,2025-07-29T00:00:00,mr
ENG_000775,USR_00159,LIT_001,credit,74,True,686,1,3,2025-07-04T00:00:00,kn
ENG_000776,USR_00159,LIT_005,budgeting,74,True,607,1,3,2025-07-08T00:00:00,kn
ENG_000777,USR_00159,LIT_003,savings,67,True,663,3,2,2025-07-12T00:00:00,en
ENG_000778,USR_00159,LIT_006,interest_rates,59,True,336,3,4,2025-07-21T00:00:00,en
ENG_000779,USR_00159,LIT_004,upi_safety,50,False,424,1,2,2025-08-19T00:00:00,kn
ENG_000780,USR_00159,LIT_002,loans,52,True,607,1,4,2025-08-02T00:00:00,kn
ENG_000781,USR_00160,LIT_005,budgeting,71,True,120,1,3,2025-07-05T00:00:00,en
ENG_000782,USR_00160,LIT_002,loans,83,True,407,1,4,2025-07-13T00:00:00,mr
ENG_000783,USR_00160,LIT_003,savings,79,True,222,1,2,2025-07-28T00:00:00,en
ENG_000784,USR_00160,LIT_001,credit,61,True,456,3,3,2025-08-02T00:00:00,mr
ENG_000785,USR_00160,LIT_006,interest_rates,74,False,441,1,4,2025-07-23T00:00:00,mr
ENG_000786,USR_00160,LIT_004,upi_safety,93,True,467,1,2,2025-08-05T00:00:00,mr
ENG_000787,USR_00161,LIT_006,interest_rates,90,True,880,1,4,2025-07-13T00:00:00,en
ENG_000788,USR_00161,LIT_002,loans,77,False,767,1,4,2025-07-18T00:00:00,kn
ENG_000789,USR_00161,LIT_005,budgeting,64,False,439,1,3,2025-08-01T00:00:00,en
ENG_000790,USR_00161,LIT_001,credit,59,False,432,2,3,2025-07-27T00:00:00,en
ENG_000791,USR_00161,LIT_003,savings,64,False,550,3,2,2025-08-18T00:00:00,en
ENG_000792,USR_00161,LIT_004,upi_safety,93,True,691,1,2,2025-08-14T00:00:00,en
ENG_000793,USR_00162,LIT_004,upi_safety,59,False,422,3,2,2025-07-12T00:00:00,ta
ENG_000794,USR_00162,LIT_006,interest_rates,69,False,524,2,4,2025-07-11T00:00:00,ta
ENG_000795,USR_00162,LIT_002,loans,94,True,676,1,4,2025-07-24T00:00:00,ta
ENG_000796,USR_00162,LIT_001,credit,59,True,471,1,3,2025-07-22T00:00:00,ta
ENG_000797,USR_00162,LIT_005,budgeting,80,True,463,1,3,2025-07-27T00:00:00,ta
ENG_000798,USR_00162,LIT_003,savings,64,True,791,2,2,2025-08-03T00:00:00,ta
ENG_000799,USR_00163,LIT_001,credit,48,False,580,3,3,2025-07-08T00:00:00,kn
ENG_000800,USR_00163,LIT_003,savings,76,False,347,1,2,2025-07-06T00:00:00,kn
ENG_000801,USR_00163,LIT_005,budgeting,50,False,379,2,3,2025-08-02T00:00:00,kn
ENG_000802,USR_00163,LIT_002,loans,68,True,661,1,4,2025-08-04T00:00:00,en
ENG_000803,USR_00163,LIT_004,upi_safety,53,True,756,2,2,2025-07-25T00:00:00,kn
ENG_000804,USR_00163,LIT_006,interest_rates,43,True,754,3,4,2025-08-24T00:00:00,kn
ENG_000805,USR_00164,LIT_002,loans,87,False,312,1,4,2025-07-01T00:00:00,hi
ENG_000806,USR_00164,LIT_004,upi_safety,81,True,819,1,2,2025-07-25T00:00:00,hi
ENG_000807,USR_00164,LIT_006,interest_rates,85,True,755,1,4,2025-07-15T00:00:00,hi
ENG_000808,USR_00164,LIT_001,credit,57,True,915,1,3,2025-08-04T00:00:00,en
ENG_000809,USR_00164,LIT_005,budgeting,77,True,389,1,3,2025-07-21T00:00:00,hi
ENG_000810,USR_00165,LIT_001,credit,55,False,472,3,3,2025-07-05T00:00:00,ta
ENG_000811,USR_00165,LIT_004,upi_safety,79,True,637,1,2,2025-07-26T00:00:00,ta
ENG_000812,USR_00165,LIT_002,loans,80,False,585,1,4,2025-07-23T00:00:00,ta
ENG_000813,USR_00165,LIT_003,savings,80,True,724,1,2,2025-08-01T00:00:00,ta
ENG_000814,USR_00165,LIT_006,interest_rates,96,True,525,1,4,2025-07-29T00:00:00,ta
ENG_000815,USR_00166,LIT_005,budgeting,69,True,424,3,3,2025-07-03T00:00:00,kn
ENG_000816,USR_00166,LIT_002,loans,74,False,883,1,4,2025-07-06T00:00:00,kn
ENG_000817,USR_00166,LIT_003,savings,87,True,551,1,2,2025-07-25T00:00:00,kn
ENG_000818,USR_00166,LIT_006,interest_rates,66,True,653,2,4,2025-07-28T00:00:00,en
ENG_000819,USR_00166,LIT_001,credit,76,True,422,1,3,2025-08-15T00:00:00,kn
ENG_000820,USR_00166,LIT_004,upi_safety,80,True,392,1,2,2025-08-07T00:00:00,en
ENG_000821,USR_00167,LIT_001,credit,66,False,834,2,3,2025-07-14T00:00:00,te
ENG_000822,USR_00167,LIT_002,loans,74,True,216,1,4,2025-07-21T00:00:00,te
ENG_000823,USR_00167,LIT_006,interest_rates,71,True,750,1,4,2025-08-05T00:00:00,te
ENG_000824,USR_00167,LIT_005,budgeting,43,True,722,3,3,2025-07-28T00:00:00,te
ENG_000825,USR_00167,LIT_004,upi_safety,71,True,321,1,2,2025-08-05T00:00:00,te
ENG_000826,USR_00168,LIT_005,budgeting,66,True,403,1,3,2025-07-10T00:00:00,en
ENG_000827,USR_00168,LIT_001,credit,84,False,695,1,3,2025-07-21T00:00:00,en
ENG_000828,USR_00168,LIT_003,savings,84,True,733,1,2,2025-07-28T00:00:00,hi
ENG_000829,USR_00169,LIT_002,loans,79,True,422,1,4,2025-07-09T00:00:00,hi
ENG_000830,USR_00169,LIT_005,budgeting,98,True,698,1,3,2025-07-24T00:00:00,en
ENG_000831,USR_00169,LIT_004,upi_safety,44,True,798,2,2,2025-07-22T00:00:00,hi
ENG_000832,USR_00169,LIT_003,savings,85,False,726,1,2,2025-07-17T00:00:00,hi
ENG_000833,USR_00170,LIT_001,credit,54,True,526,3,3,2025-07-15T00:00:00,ta
ENG_000834,USR_00170,LIT_004,upi_safety,90,True,768,1,2,2025-07-19T00:00:00,en
ENG_000835,USR_00170,LIT_003,savings,79,True,472,1,2,2025-07-30T00:00:00,en
ENG_000836,USR_00170,LIT_006,interest_rates,96,True,843,1,4,2025-07-22T00:00:00,ta
ENG_000837,USR_00170,LIT_002,loans,67,True,586,2,4,2025-08-21T00:00:00,ta
ENG_000838,USR_00171,LIT_006,interest_rates,65,True,641,3,4,2025-07-04T00:00:00,hi
ENG_000839,USR_00171,LIT_004,upi_safety,60,True,658,1,2,2025-07-15T00:00:00,hi
ENG_000840,USR_00171,LIT_003,savings,87,True,651,1,2,2025-08-03T00:00:00,hi
ENG_000841,USR_00171,LIT_005,budgeting,31,True,548,3,3,2025-08-11T00:00:00,hi
ENG_000842,USR_00171,LIT_001,credit,57,True,725,1,3,2025-08-11T00:00:00,en
ENG_000843,USR_00171,LIT_002,loans,71,True,410,1,4,2025-08-12T00:00:00,hi
ENG_000844,USR_00172,LIT_004,upi_safety,97,True,235,1,2,2025-07-03T00:00:00,mr
ENG_000845,USR_00172,LIT_001,credit,75,True,432,1,3,2025-07-25T00:00:00,en
ENG_000846,USR_00172,LIT_006,interest_rates,89,True,619,1,4,2025-07-25T00:00:00,mr
ENG_000847,USR_00172,LIT_002,loans,56,True,471,2,4,2025-07-16T00:00:00,mr
ENG_000848,USR_00172,LIT_003,savings,95,False,420,1,2,2025-08-07T00:00:00,en
ENG_000849,USR_00172,LIT_005,budgeting,79,True,483,1,3,2025-08-08T00:00:00,en
ENG_000850,USR_00173,LIT_001,credit,64,True,925,1,3,2025-07-03T00:00:00,te
ENG_000851,USR_00173,LIT_005,budgeting,71,True,564,1,3,2025-07-08T00:00:00,en
ENG_000852,USR_00173,LIT_004,upi_safety,82,True,471,1,2,2025-07-27T00:00:00,en
ENG_000853,USR_00173,LIT_006,interest_rates,85,True,799,1,4,2025-07-22T00:00:00,te
ENG_000854,USR_00173,LIT_002,loans,63,True,759,2,4,2025-08-11T00:00:00,te
ENG_000855,USR_00174,LIT_001,credit,34,True,479,2,3,2025-07-11T00:00:00,en
ENG_000856,USR_00174,LIT_002,loans,55,True,481,3,4,2025-07-12T00:00:00,hi
ENG_000857,USR_00174,LIT_005,budgeting,90,True,729,1,3,2025-07-31T00:00:00,en
ENG_000858,USR_00174,LIT_003,savings,58,True,488,1,2,2025-07-20T00:00:00,hi
ENG_000859,USR_00175,LIT_003,savings,70,True,415,3,2,2025-07-07T00:00:00,mr
ENG_000860,USR_00175,LIT_001,credit,69,True,569,1,3,2025-07-21T00:00:00,mr
ENG_000861,USR_00175,LIT_006,interest_rates,74,True,778,1,4,2025-07-20T00:00:00,mr
ENG_000862,USR_00175,LIT_005,budgeting,70,True,303,2,3,2025-08-08T00:00:00,mr
ENG_000863,USR_00175,LIT_002,loans,83,False,426,1,4,2025-07-23T00:00:00,mr
ENG_000864,USR_00176,LIT_005,budgeting,99,True,674,1,3,2025-07-08T00:00:00,ta
ENG_000865,USR_00176,LIT_006,interest_rates,81,True,558,1,4,2025-07-18T00:00:00,ta
ENG_000866,USR_00176,LIT_001,credit,36,True,718,2,3,2025-07-19T00:00:00,ta
ENG_000867,USR_00176,LIT_003,savings,72,True,751,1,2,2025-07-24T00:00:00,ta
ENG_000868,USR_00177,LIT_006,interest_rates,79,True,719,1,4,2025-07-01T00:00:00,te
ENG_000869,USR_00177,LIT_003,savings,78,True,601,1,2,2025-07-19T00:00:00,te
ENG_000870,USR_00177,LIT_004,upi_safety,52,False,467,1,2,2025-07-24T00:00:00,en
ENG_000871,USR_00177,LIT_002,loans,69,False,592,3,4,2025-07-30T00:00:00,te
ENG_000872,USR_00177,LIT_001,credit,66,False,554,2,3,2025-08-13T00:00:00,te
ENG_000873,USR_00178,LIT_001,credit,93,True,931,1,3,2025-07-10T00:00:00,te
ENG_000874,USR_00178,LIT_006,interest_rates,75,True,484,1,4,2025-07-21T00:00:00,en
ENG_000875,USR_00178,LIT_005,budgeting,92,True,679,1,3,2025-07-27T00:00:00,te
ENG_000876,USR_00178,LIT_002,loans,100,True,907,1,4,2025-07-25T00:00:00,te
ENG_000877,USR_00178,LIT_004,upi_safety,94,True,621,1,2,2025-08-02T00:00:00,te
ENG_000878,USR_00179,LIT_003,savings,62,True,480,1,2,2025-07-09T00:00:00,en
ENG_000879,USR_00179,LIT_005,budgeting,84,True,667,1,3,2025-07-24T00:00:00,kn
ENG_000880,USR_00179,LIT_004,upi_safety,85,True,355,1,2,2025-07-23T00:00:00,kn
ENG_000881,USR_00179,LIT_002,loans,88,True,844,1,4,2025-07-31T00:00:00,en
ENG_000882,USR_00180,LIT_005,budgeting,53,True,569,2,3,2025-07-01T00:00:00,en
ENG_000883,USR_00180,LIT_001,credit,82,True,486,1,3,2025-07-14T00:00:00,mr
ENG_000884,USR_00180,LIT_003,savings,91,True,648,1,2,2025-07-19T00:00:00,en
ENG_000885,USR_00180,LIT_004,upi_safety,52,False,534,2,2,2025-08-14T00:00:00,mr
ENG_000886,USR_00180,LIT_006,interest_rates,78,True,501,1,4,2025-08-16T00:00:00,mr
ENG_000887,USR_00181,LIT_005,budgeting,59,True,477,1,3,2025-07-04T00:00:00,ta
ENG_000888,USR_00181,LIT_001,credit,87,True,537,1,3,2025-07-07T00:00:00,ta
ENG_000889,USR_00181,LIT_004,upi_safety,87,False,723,1,2,2025-07-26T00:00:00,en
ENG_000890,USR_00181,LIT_002,loans,58,True,492,3,4,2025-07-18T00:00:00,en
ENG_000891,USR_00181,LIT_006,interest_rates,94,True,452,1,4,2025-08-16T00:00:00,ta
ENG_000892,USR_00182,LIT_001,credit,59,True,189,3,3,2025-07-15T00:00:00,mr
ENG_000893,USR_00182,LIT_002,loans,92,True,589,1,4,2025-07-23T00:00:00,mr
ENG_000894,USR_00182,LIT_003,savings,54,True,678,3,2,2025-07-20T00:00:00,mr
ENG_000895,USR_00182,LIT_006,interest_rates,84,True,628,1,4,2025-07-18T00:00:00,en
ENG_000896,USR_00182,LIT_005,budgeting,57,False,937,2,3,2025-08-07T00:00:00,mr
ENG_000897,USR_00183,LIT_003,savings,54,True,838,3,2,2025-07-04T00:00:00,ta
ENG_000898,USR_00183,LIT_006,interest_rates,66,True,434,2,4,2025-07-16T00:00:00,en
ENG_000899,USR_00183,LIT_002,loans,51,True,658,2,4,2025-07-16T00:00:00,ta
ENG_000900,USR_00183,LIT_004,upi_safety,51,True,584,1,2,2025-07-19T00:00:00,en
ENG_000901,USR_00183,LIT_001,credit,77,False,319,1,3,2025-07-26T00:00:00,ta
ENG_000902,USR_00183,LIT_005,budgeting,65,True,369,1,3,2025-08-14T00:00:00,en
ENG_000903,USR_00184,LIT_002,loans,83,True,409,1,4,2025-07-07T00:00:00,en
ENG_000904,USR_00184,LIT_005,budgeting,36,False,560,2,3,2025-07-17T00:00:00,ta
ENG_000905,USR_00184,LIT_006,interest_rates,68,True,364,3,4,2025-07-29T00:00:00,ta
ENG_000906,USR_00184,LIT_004,upi_safety,65,True,441,3,2,2025-07-27T00:00:00,ta
ENG_000907,USR_00185,LIT_005,budgeting,78,True,777,1,3,2025-07-12T00:00:00,en
ENG_000908,USR_00185,LIT_001,credit,81,False,593,1,3,2025-07-08T00:00:00,kn
ENG_000909,USR_00185,LIT_004,upi_safety,89,True,794,1,2,2025-07-29T00:00:00,kn
