bill_id,user_id,bill_type,bill_amount,due_date,payment_date,payment_mode,days_before_after_due,is_on_time,month,year
BILL_0002378,USR_00040,mobile_recharge,1096.48,2025-02-05,2025-02-01,upi,-4.0,True,2,2025
BILL_0002379,USR_00040,mobile_recharge,1339.37,2025-03-08,2025-03-03,auto_debit,-5.0,True,3,2025
BILL_0002380,USR_00040,mobile_recharge,1170.89,2025-04-16,2025-04-28,cash,12.0,False,4,2025
BILL_0002381,USR_00040,mobile_recharge,1275.9,2025-05-05,2025-05-04,cash,-1.0,True,5,2025
BILL_0002382,USR_00040,mobile_recharge,1244.22,2025-06-18,2025-06-14,cash,-4.0,True,6,2025
BILL_0002383,USR_00040,mobile_recharge,1475.09,2025-07-17,2025-07-17,upi,0.0,True,7,2025
BILL_0002384,USR_00040,mobile_recharge,1170.76,2025-08-24,2025-08-22,cash,-2.0,True,8,2025
BILL_0002385,USR_00040,mobile_recharge,1294.11,2025-09-14,2025-09-11,cash,-3.0,True,9,2025
BILL_0002386,USR_00040,mobile_recharge,1227.05,2025-10-22,2025-10-21,auto_debit,-1.0,True,10,2025
BILL_0002387,USR_00040,mobile_recharge,1185.97,2025-11-23,2025-11-19,upi,-4.0,True,11,2025
BILL_0002388,USR_00040,mobile_recharge,1229.12,2025-12-16,2025-12-16,upi,0.0,True,12,2025
BILL_0002389,USR_00040,dth,920.61,2025-01-06,2025-01-02,upi,-4.0,True,1,2025
BILL_0002390,USR_00040,dth,947.05,2025-02-13,2025-02-12,upi,-1.0,True,2,2025
BILL_0002391,USR_00040,dth,916.8,2025-03-15,2025-03-11,upi,-4.0,True,3,2025
BILL_0002392,USR_00040,dth,992.29,2025-04-08,2025-04-23,cash,15.0,False,4,2025
BILL_0002393,USR_00040,dth,1014.76,2025-05-21,2025-05-17,upi,-4.0,True,5,2025
BILL_0002394,USR_00040,dth,978.02,2025-06-12,2025-06-10,upi,-2.0,True,6,2025
BILL_0002395,USR_00040,dth,915.34,2025-07-15,2025-07-14,upi,-1.0,True,7,2025
BILL_0002396,USR_00040,dth,1002.18,2025-08-14,2025-08-13,upi,-1.0,True,8,2025
BILL_0002397,USR_00040,dth,937.99,2025-09-10,2025-09-07,upi,-3.0,True,9,2025
BILL_0002398,USR_00040,dth,918.35,2025-10-06,2025-10-05,cash,-1.0,True,10,2025
BILL_0002399,USR_00040,dth,856.24,2025-11-16,2025-11-16,cash,0.0,True,11,2025
BILL_0002400,USR_00040,dth,784.74,2025-12-24,2025-12-21,upi,-3.0,True,12,2025
BILL_0002401,USR_00041,electricity,3726.89,2025-01-09,2025-01-15,cash,6.0,False,1,2025
BILL_0002402,USR_00041,electricity,3425.68,2025-02-06,2025-02-05,auto_debit,-1.0,True,2,2025
BILL_0002403,USR_00041,electricity,3974.12,2025-03-25,2025-03-25,upi,0.0,True,3,2025
BILL_0002404,USR_00041,electricity,4015.78,2025-04-16,2025-04-14,upi,-2.0,True,4,2025
BILL_0002405,USR_00041,electricity,3752.6,2025-05-20,2025-05-19,cash,-1.0,True,5,2025
BILL_0002406,USR_00041,electricity,3767.64,2025-06-12,2025-06-11,upi,-1.0,True,6,2025
BILL_0002407,USR_00041,electricity,4097.57,2025-07-23,2025-07-23,auto_debit,0.0,True,7,2025
BILL_0002408,USR_00041,electricity,3808.31,2025-08-10,2025-08-08,cash,-2.0,True,8,2025
BILL_0002409,USR_00041,electricity,3794.57,2025-09-21,2025-09-21,cash,0.0,True,9,2025
BILL_0002410,USR_00041,electricity,4024.83,2025-10-16,2025-10-11,upi,-5.0,True,10,2025
BILL_0002411,USR_00041,electricity,3683.57,2025-11-24,2025-11-24,upi,0.0,True,11,2025
BILL_0002412,USR_00041,electricity,3486.75,2025-12-25,2025-12-26,upi,1.0,False,12,2025
BILL_0002413,USR_00041,rent,10662.15,2025-01-11,2025-01-27,upi,16.0,False,1,2025
BILL_0002414,USR_00041,rent,10366.68,2025-02-18,2025-02-14,upi,-4.0,True,2,2025
BILL_0002415,USR_00041,rent,11085.63,2025-03-18,2025-03-14,cash,-4.0,True,3,2025
BILL_0002416,USR_00041,rent,11827.29,2025-04-11,2025-04-08,cash,-3.0,True,4,2025
BILL_0002417,USR_00041,rent,10107.34,2025-05-17,2025-05-29,upi,12.0,False,5,2025
BILL_0002418,USR_00041,rent,10340.49,2025-06-17,2025-06-12,upi,-5.0,True,6,2025
BILL_0002419,USR_00041,rent,9278.84,2025-07-09,2025-07-08,upi,-1.0,True,7,2025
BILL_0002420,USR_00041,rent,11730.28,2025-08-19,2025-08-15,auto_debit,-4.0,True,8,2025
BILL_0002421,USR_00041,rent,11015.3,2025-09-14,2025-09-12,upi,-2.0,True,9,2025
BILL_0002422,USR_00041,rent,9955.18,2025-10-14,2025-10-12,auto_debit,-2.0,True,10,2025
BILL_0002423,USR_00041,rent,11051.92,2025-11-09,2025-11-06,upi,-3.0,True,11,2025
BILL_0002424,USR_00041,rent,9554.47,2025-12-22,2025-12-21,cash,-1.0,True,12,2025
BILL_0002425,USR_00041,broadband,1703.74,2025-01-22,2025-01-20,auto_debit,-2.0,True,1,2025
BILL_0002426,USR_00041,broadband,1894.49,2025-02-19,2025-02-15,cash,-4.0,True,2,2025
BILL_0002427,USR_00041,broadband,2469.52,2025-03-09,2025-03-07,upi,-2.0,True,3,2025
BILL_0002428,USR_00041,broadband,1821.76,2025-04-25,2025-05-01,upi,6.0,False,4,2025
BILL_0002429,USR_00041,broadband,1866.84,2025-05-11,2025-05-10,auto_debit,-1.0,True,5,2025
BILL_0002430,USR_00041,broadband,2441.38,2025-06-17,2025-06-13,upi,-4.0,True,6,2025
BILL_0002431,USR_00041,broadband,2095.7,2025-07-22,2025-07-18,upi,-4.0,True,7,2025
BILL_0002432,USR_00041,broadband,2559.94,2025-08-24,2025-08-23,upi,-1.0,True,8,2025
BILL_0002433,USR_00041,broadband,1997.49,2025-09-12,2025-09-11,cash,-1.0,True,9,2025
BILL_0002434,USR_00041,broadband,2173.26,2025-10-19,2025-10-28,cash,9.0,False,10,2025
BILL_0002435,USR_00041,broadband,2231.89,2025-11-07,2025-11-05,cash,-2.0,True,11,2025
BILL_0002436,USR_00041,broadband,2006.69,2025-12-05,2025-11-30,upi,-5.0,True,12,2025
BILL_0002437,USR_00041,mobile_recharge,826.54,2025-01-25,2025-01-23,upi,-2.0,True,1,2025
BILL_0002438,USR_00041,mobile_recharge,775.87,2025-02-20,2025-02-17,auto_debit,-3.0,True,2,2025
BILL_0002439,USR_00041,mobile_recharge,629.63,2025-03-05,2025-03-02,auto_debit,-3.0,True,3,2025
BILL_0002440,USR_00041,mobile_recharge,835.66,2025-04-25,2025-04-20,upi,-5.0,True,4,2025
BILL_0002441,USR_00041,mobile_recharge,753.3,2025-05-11,2025-05-25,auto_debit,14.0,False,5,2025
BILL_0002442,USR_00041,mobile_recharge,809.71,2025-06-08,2025-06-08,upi,0.0,True,6,2025
BILL_0002443,USR_00041,mobile_recharge,865.99,2025-07-20,2025-07-17,cash,-3.0,True,7,2025
BILL_0002444,USR_00041,mobile_recharge,773.8,2025-08-23,2025-09-08,upi,16.0,False,8,2025
BILL_0002445,USR_00041,mobile_recharge,740.46,2025-09-16,2025-09-20,cash,4.0,False,9,2025
BILL_0002446,USR_00041,mobile_recharge,762.65,2025-10-11,2025-10-09,upi,-2.0,True,10,2025
BILL_0002447,USR_00041,mobile_recharge,641.47,2025-11-19,2025-11-15,upi,-4.0,True,11,2025
BILL_0002448,USR_00041,mobile_recharge,740.05,2025-12-06,2025-12-06,upi,0.0,True,12,2025
BILL_0002449,USR_00041,dth,566.97,2025-01-06,2025-01-04,upi,-2.0,True,1,2025
BILL_0002450,USR_00041,dth,558.13,2025-02-05,2025-02-01,upi,-4.0,True,2,2025
BILL_0002451,USR_00041,dth,453.18,2025-03-14,2025-03-21,cash,7.0,False,3,2025
BILL_0002452,USR_00041,dth,495.16,2025-04-08,2025-05-06,upi,28.0,False,4,2025
BILL_0002453,USR_00041,dth,586.3,2025-05-11,2025-05-11,upi,0.0,True,5,2025
BILL_0002454,USR_00041,dth,496.64,2025-06-17,2025-06-15,cash,-2.0,True,6,2025
BILL_0002455,USR_00041,dth,577.82,2025-07-19,,none,,False,7,2025
BILL_0002456,USR_00041,dth,399.96,2025-08-07,2025-08-04,cash,-3.0,True,8,2025
BILL_0002457,USR_00041,dth,588.69,2025-09-06,2025-09-30,upi,24.0,False,9,2025
BILL_0002458,USR_00041,dth,461.52,2025-10-07,2025-10-25,upi,18.0,False,10,2025
BILL_0002459,USR_00041,dth,575.01,2025-11-20,2025-11-19,upi,-1.0,True,11,2025
BILL_0002460,USR_00041,dth,596.67,2025-12-19,2025-12-16,cash,-3.0,True,12,2025
BILL_0002461,USR_00042,electricity,6003.5,2025-01-21,2025-01-19,upi,-2.0,True,1,2025
BILL_0002462,USR_00042,electricity,5486.74,2025-02-15,2025-02-12,upi,-3.0,True,2,2025
BILL_0002463,USR_00042,electricity,5512.96,2025-03-23,2025-04-11,upi,19.0,False,3,2025
BILL_0002464,USR_00042,electricity,4156.85,2025-04-07,,none,,False,4,2025
BILL_0002465,USR_00042,electricity,4669.61,2025-05-25,2025-05-23,cash,-2.0,True,5,2025
BILL_0002466,USR_00042,electricity,4970.19,2025-06-25,2025-07-03,cash,8.0,False,6,2025
BILL_0002467,USR_00042,electricity,5234.74,2025-07-16,2025-07-28,upi,12.0,False,7,2025
BILL_0002468,USR_00042,electricity,5056.05,2025-08-10,2025-09-09,upi,30.0,False,8,2025
BILL_0002469,USR_00042,electricity,5725.85,2025-09-08,2025-09-25,upi,17.0,False,9,2025
BILL_0002470,USR_00042,electricity,5823.31,2025-10-11,2025-10-14,upi,3.0,False,10,2025
BILL_0002471,USR_00042,electricity,5583.76,2025-11-17,2025-11-15,auto_debit,-2.0,True,11,2025
BILL_0002472,USR_00042,electricity,6522.36,2025-12-23,2025-12-27,cash,4.0,False,12,2025
BILL_0002473,USR_00042,rent,48921.57,2025-01-18,2025-01-28,cash,10.0,False,1,2025
BILL_0002474,USR_00042,rent,42092.83,2025-02-24,2025-02-23,upi,-1.0,True,2,2025
BILL_0002475,USR_00042,rent,37946.47,2025-03-16,2025-03-18,upi,2.0,False,3,2025
BILL_0002476,USR_00042,rent,44177.45,2025-04-17,2025-05-07,upi,20.0,False,4,2025
BILL_0002477,USR_00042,rent,51759.35,2025-05-22,2025-06-15,auto_debit,24.0,False,5,2025
BILL_0002478,USR_00042,rent,45761.41,2025-06-14,2025-06-14,auto_debit,0.0,True,6,2025
BILL_0002479,USR_00042,rent,40888.94,2025-07-12,2025-07-31,upi,19.0,False,7,2025
BILL_0002480,USR_00042,rent,52970.58,2025-08-10,2025-08-30,auto_debit,20.0,False,8,2025
BILL_0002481,USR_00042,rent,47066.19,2025-09-18,2025-10-07,cash,19.0,False,9,2025
BILL_0002482,USR_00042,rent,48520.74,2025-10-24,2025-11-01,upi,8.0,False,10,2025
BILL_0002483,USR_00042,rent,34049.58,2025-11-25,2025-11-20,upi,-5.0,True,11,2025
BILL_0002484,USR_00042,rent,52032.84,2025-12-24,2026-01-02,upi,9.0,False,12,2025
BILL_0002485,USR_00042,broadband,1799.36,2025-01-06,2025-01-03,upi,-3.0,True,1,2025
BILL_0002486,USR_00042,broadband,1726.22,2025-02-05,2025-02-02,cash,-3.0,True,2,2025
BILL_0002487,USR_00042,broadband,1683.9,2025-03-14,2025-03-13,auto_debit,-1.0,True,3,2025
BILL_0002488,USR_00042,broadband,1733.31,2025-04-24,2025-05-11,auto_debit,17.0,False,4,2025
BILL_0002489,USR_00042,broadband,1533.74,2025-05-18,2025-06-02,upi,15.0,False,5,2025
BILL_0002490,USR_00042,broadband,1769.65,2025-06-25,2025-06-23,upi,-2.0,True,6,2025
BILL_0002491,USR_00042,broadband,1407.26,2025-07-20,2025-08-09,auto_debit,20.0,False,7,2025
BILL_0002492,USR_00042,broadband,2112.77,2025-08-08,2025-08-14,upi,6.0,False,8,2025
BILL_0002493,USR_00042,broadband,1490.58,2025-09-20,2025-09-23,auto_debit,3.0,False,9,2025
BILL_0002494,USR_00042,broadband,1849.98,2025-10-25,2025-11-05,auto_debit,11.0,False,10,2025
BILL_0002495,USR_00042,broadband,1808.4,2025-11-12,2025-12-07,upi,25.0,False,11,2025
BILL_0002496,USR_00042,broadband,1631.91,2025-12-21,2026-01-13,cash,23.0,False,12,2025
BILL_0002497,USR_00042,mobile_recharge,364.31,2025-01-12,2025-01-10,upi,-2.0,True,1,2025
BILL_0002498,USR_00042,mobile_recharge,367.02,2025-02-15,2025-02-10,upi,-5.0,True,2,2025
BILL_0002499,USR_00042,mobile_recharge,370.79,2025-03-09,2025-03-09,upi,0.0,True,3,2025
BILL_0002500,USR_00042,mobile_recharge,367.34,2025-04-08,2025-05-05,upi,27.0,False,4,2025
BILL_0002501,USR_00042,mobile_recharge,408.9,2025-05-05,2025-05-04,auto_debit,-1.0,True,5,2025
BILL_0002502,USR_00042,mobile_recharge,286.56,2025-06-25,2025-06-25,cash,0.0,True,6,2025
BILL_0002503,USR_00042,mobile_recharge,414.32,2025-07-19,2025-08-12,upi,24.0,False,7,2025
BILL_0002504,USR_00042,mobile_recharge,312.28,2025-08-09,2025-08-05,upi,-4.0,True,8,2025
BILL_0002505,USR_00042,mobile_recharge,409.32,2025-09-19,2025-09-14,upi,-5.0,True,9,2025
BILL_0002506,USR_00042,mobile_recharge,360.79,2025-10-16,2025-10-15,upi,-1.0,True,10,2025
BILL_0002507,USR_00042,mobile_recharge,452.34,2025-11-18,2025-11-30,upi,12.0,False,11,2025
BILL_0002508,USR_00042,mobile_recharge,406.55,2025-12-12,2026-01-01,upi,20.0,False,12,2025
BILL_0002509,USR_00042,dth,413.2,2025-01-10,2025-01-06,auto_debit,-4.0,True,1,2025
BILL_0002510,USR_00042,dth,473.92,2025-02-10,2025-02-09,cash,-1.0,True,2,2025
BILL_0002511,USR_00042,dth,431.72,2025-03-07,2025-03-09,auto_debit,2.0,False,3,2025
BILL_0002512,USR_00042,dth,394.8,2025-04-06,2025-04-05,upi,-1.0,True,4,2025
BILL_0002513,USR_00042,dth,464.2,2025-05-06,2025-05-05,upi,-1.0,True,5,2025
BILL_0002514,USR_00042,dth,415.22,2025-06-13,2025-06-08,upi,-5.0,True,6,2025
BILL_0002515,USR_00042,dth,482.37,2025-07-13,2025-07-08,cash,-5.0,True,7,2025
BILL_0002516,USR_00042,dth,378.34,2025-08-07,,none,,False,8,2025
BILL_0002517,USR_00042,dth,428.56,2025-09-12,2025-09-07,auto_debit,-5.0,True,9,2025
BILL_0002518,USR_00042,dth,420.34,2025-10-22,2025-10-21,upi,-1.0,True,10,2025
BILL_0002519,USR_00042,dth,422.16,2025-11-05,2025-11-01,upi,-4.0,True,11,2025
BILL_0002520,USR_00042,dth,449.17,2025-12-08,2025-12-06,upi,-2.0,True,12,2025
BILL_0002521,USR_00043,electricity,2111.94,2025-01-14,2025-01-10,upi,-4.0,True,1,2025
BILL_0002522,USR_00043,electricity,1898.09,2025-02-11,2025-02-09,upi,-2.0,True,2,2025
BILL_0002523,USR_00043,electricity,2082.13,2025-03-22,2025-03-20,upi,-2.0,True,3,2025
BILL_0002524,USR_00043,electricity,1984.25,2025-04-24,2025-04-24,upi,0.0,True,4,2025
BILL_0002525,USR_00043,electricity,1691.88,2025-05-12,2025-05-09,auto_debit,-3.0,True,5,2025
BILL_0002526,USR_00043,electricity,1665.51,2025-06-20,2025-07-14,auto_debit,24.0,False,6,2025
BILL_0002527,USR_00043,electricity,1756.17,2025-07-08,2025-07-05,auto_debit,-3.0,True,7,2025
BILL_0002528,USR_00043,electricity,1784.92,2025-08-13,2025-08-08,auto_debit,-5.0,True,8,2025
BILL_0002529,USR_00043,electricity,1927.38,2025-09-13,2025-09-13,upi,0.0,True,9,2025
BILL_0002530,USR_00043,electricity,1866.18,2025-10-18,2025-10-14,upi,-4.0,True,10,2025
BILL_0002531,USR_00043,electricity,1610.19,2025-11-19,2025-11-15,upi,-4.0,True,11,2025
BILL_0002532,USR_00043,electricity,1858.47,2025-12-13,2025-12-09,auto_debit,-4.0,True,12,2025
BILL_0002533,USR_00043,rent,43857.72,2025-01-16,2025-02-09,auto_debit,24.0,False,1,2025
BILL_0002534,USR_00043,rent,40547.93,2025-02-23,2025-03-24,upi,29.0,False,2,2025
BILL_0002535,USR_00043,rent,45703.95,2025-03-11,2025-03-06,auto_debit,-5.0,True,3,2025
BILL_0002536,USR_00043,rent,51365.52,2025-04-19,2025-05-17,cash,28.0,False,4,2025
BILL_0002537,USR_00043,rent,54380.44,2025-05-14,2025-05-10,upi,-4.0,True,5,2025
BILL_0002538,USR_00043,rent,41050.33,2025-06-11,2025-06-06,upi,-5.0,True,6,2025
BILL_0002539,USR_00043,rent,44649.16,2025-07-19,2025-07-18,upi,-1.0,True,7,2025
BILL_0002540,USR_00043,rent,48637.67,2025-08-11,2025-08-11,cash,0.0,True,8,2025
BILL_0002541,USR_00043,rent,43943.0,2025-09-07,2025-09-11,upi,4.0,False,9,2025
BILL_0002542,USR_00043,rent,43043.19,2025-10-15,2025-10-12,cash,-3.0,True,10,2025
BILL_0002543,USR_00043,rent,45275.07,2025-11-14,2025-11-10,cash,-4.0,True,11,2025
BILL_0002544,USR_00043,rent,48777.3,2025-12-19,2025-12-18,upi,-1.0,True,12,2025
BILL_0002545,USR_00043,broadband,1205.51,2025-01-08,2025-01-04,upi,-4.0,True,1,2025
BILL_0002546,USR_00043,broadband,1161.86,2025-02-17,2025-02-12,upi,-5.0,True,2,2025
BILL_0002547,USR_00043,broadband,1332.31,2025-03-12,2025-03-10,upi,-2.0,True,3,2025
BILL_0002548,USR_00043,broadband,1285.22,2025-04-18,2025-04-13,upi,-5.0,True,4,2025
BILL_0002549,USR_00043,broadband,1116.84,2025-05-17,2025-05-14,cash,-3.0,True,5,2025
BILL_0002550,USR_00043,broadband,1249.3,2025-06-13,2025-06-30,upi,17.0,False,6,2025
BILL_0002551,USR_00043,broadband,1238.59,2025-07-16,2025-07-13,upi,-3.0,True,7,2025
BILL_0002552,USR_00043,broadband,1567.89,2025-08-14,2025-08-10,upi,-4.0,True,8,2025
BILL_0002553,USR_00043,broadband,1395.19,2025-09-23,2025-09-19,upi,-4.0,True,9,2025
BILL_0002554,USR_00043,broadband,1382.92,2025-10-15,2025-10-12,cash,-3.0,True,10,2025
BILL_0002555,USR_00043,broadband,1401.61,2025-11-19,2025-11-14,auto_debit,-5.0,True,11,2025
BILL_0002556,USR_00043,broadband,1156.59,2025-12-18,2025-12-16,upi,-2.0,True,12,2025
BILL_0002557,USR_00043,mobile_recharge,1315.52,2025-01-12,2025-01-10,upi,-2.0,True,1,2025
BILL_0002558,USR_00043,mobile_recharge,1152.03,2025-02-12,2025-02-07,upi,-5.0,True,2,2025
BILL_0002559,USR_00043,mobile_recharge,1114.74,2025-03-23,2025-03-21,cash,-2.0,True,3,2025
BILL_0002560,USR_00043,mobile_recharge,1073.86,2025-04-07,2025-04-06,auto_debit,-1.0,True,4,2025
BILL_0002561,USR_00043,mobile_recharge,1438.39,2025-05-10,2025-05-09,upi,-1.0,True,5,2025
BILL_0002562,USR_00043,mobile_recharge,1089.58,2025-06-25,2025-06-21,upi,-4.0,True,6,2025
BILL_0002563,USR_00043,mobile_recharge,1000.85,2025-07-14,2025-07-26,cash,12.0,False,7,2025
BILL_0002564,USR_00043,mobile_recharge,1135.07,2025-08-20,2025-08-15,upi,-5.0,True,8,2025
BILL_0002565,USR_00043,mobile_recharge,1193.41,2025-09-06,2025-09-05,upi,-1.0,True,9,2025
BILL_0002566,USR_00043,mobile_recharge,1164.56,2025-10-25,2025-10-23,upi,-2.0,True,10,2025
BILL_0002567,USR_00043,mobile_recharge,1140.57,2025-11-15,2025-11-13,cash,-2.0,True,11,2025
BILL_0002568,USR_00043,mobile_recharge,1143.9,2025-12-15,2025-12-14,auto_debit,-1.0,True,12,2025
BILL_0002569,USR_00043,dth,441.36,2025-01-24,2025-02-04,cash,11.0,False,1,2025
BILL_0002570,USR_00043,dth,454.27,2025-02-11,2025-02-07,upi,-4.0,True,2,2025
BILL_0002571,USR_00043,dth,561.67,2025-03-25,2025-03-23,upi,-2.0,True,3,2025
BILL_0002572,USR_00043,dth,537.43,2025-04-16,2025-04-13,upi,-3.0,True,4,2025
BILL_0002573,USR_00043,dth,428.3,2025-05-20,2025-05-18,upi,-2.0,True,5,2025
BILL_0002574,USR_00043,dth,456.59,2025-06-16,,none,,False,6,2025
BILL_0002575,USR_00043,dth,441.02,2025-07-10,2025-07-10,upi,0.0,True,7,2025
BILL_0002576,USR_00043,dth,520.6,2025-08-22,2025-08-19,auto_debit,-3.0,True,8,2025
BILL_0002577,USR_00043,dth,559.04,2025-09-16,2025-09-12,upi,-4.0,True,9,2025
BILL_0002578,USR_00043,dth,461.83,2025-10-15,2025-10-11,auto_debit,-4.0,True,10,2025
BILL_0002579,USR_00043,dth,522.99,2025-11-05,2025-11-03,auto_debit,-2.0,True,11,2025
BILL_0002580,USR_00043,dth,467.07,2025-12-22,2025-12-20,upi,-2.0,True,12,2025
BILL_0002581,USR_00044,electricity,5249.17,2025-01-23,2025-01-20,cash,-3.0,True,1,2025
BILL_0002582,USR_00044,electricity,5434.08,2025-02-12,2025-02-12,upi,0.0,True,2,2025
BILL_0002583,USR_00044,electricity,6064.46,2025-03-16,2025-03-11,auto_debit,-5.0,True,3,2025
BILL_0002584,USR_00044,electricity,5589.57,2025-04-25,2025-04-25,upi,0.0,True,4,2025
BILL_0002585,USR_00044,electricity,5707.94,2025-05-08,2025-05-06,cash,-2.0,True,5,2025
BILL_0002586,USR_00044,electricity,5716.77,2025-06-12,2025-06-10,upi,-2.0,True,6,2025
BILL_0002587,USR_00044,electricity,5464.96,2025-07-19,2025-07-17,upi,-2.0,True,7,2025
BILL_0002588,USR_00044,electricity,6454.47,2025-08-17,2025-09-11,upi,25.0,False,8,2025
BILL_0002589,USR_00044,electricity,6197.25,2025-09-19,2025-09-15,upi,-4.0,True,9,2025
BILL_0002590,USR_00044,electricity,5786.3,2025-10-06,2025-10-04,upi,-2.0,True,10,2025
BILL_0002591,USR_00044,electricity,5851.37,2025-11-09,2025-11-04,cash,-5.0,True,11,2025
BILL_0002592,USR_00044,electricity,5817.27,2025-12-12,2025-12-12,upi,0.0,True,12,2025
BILL_0002593,USR_00044,rent,22468.23,2025-01-06,2025-01-03,upi,-3.0,True,1,2025
BILL_0002594,USR_00044,rent,24189.86,2025-02-19,2025-03-04,auto_debit,13.0,False,2,2025
BILL_0002595,USR_00044,rent,21749.0,2025-03-18,2025-03-16,upi,-2.0,True,3,2025
BILL_0002596,USR_00044,rent,24229.6,2025-04-19,2025-04-19,upi,0.0,True,4,2025
BILL_0002597,USR_00044,rent,24743.45,2025-05-08,2025-05-06,upi,-2.0,True,5,2025
BILL_0002598,USR_00044,rent,22757.89,2025-06-16,2025-06-15,cash,-1.0,True,6,2025
BILL_0002599,USR_00044,rent,23882.62,2025-07-25,2025-07-24,auto_debit,-1.0,True,7,2025
BILL_0002600,USR_00044,rent,19859.08,2025-08-22,2025-08-20,auto_debit,-2.0,True,8,2025
BILL_0002601,USR_00044,rent,22412.58,2025-09-07,2025-09-04,upi,-3.0,True,9,2025
BILL_0002602,USR_00044,rent,19281.67,2025-10-07,2025-10-06,upi,-1.0,True,10,2025
BILL_0002603,USR_00044,rent,23066.24,2025-11-07,2025-11-07,upi,0.0,True,11,2025
BILL_0002604,USR_00044,rent,22616.15,2025-12-22,2025-12-21,upi,-1.0,True,12,2025
BILL_0002605,USR_00044,broadband,3166.59,2025-01-07,2025-01-03,cash,-4.0,True,1,2025
BILL_0002606,USR_00044,broadband,2552.36,2025-02-10,2025-03-06,upi,24.0,False,2,2025
BILL_0002607,USR_00044,broadband,2514.65,2025-03-19,2025-03-14,upi,-5.0,True,3,2025
BILL_0002608,USR_00044,broadband,2605.22,2025-04-06,2025-04-06,upi,0.0,True,4,2025
BILL_0002609,USR_00044,broadband,3037.82,2025-05-05,2025-05-03,auto_debit,-2.0,True,5,2025
BILL_0002610,USR_00044,broadband,2789.01,2025-06-17,2025-06-12,upi,-5.0,True,6,2025
BILL_0002611,USR_00044,broadband,3017.18,2025-07-23,2025-07-18,upi,-5.0,True,7,2025
BILL_0002612,USR_00044,broadband,2712.74,2025-08-14,2025-09-11,auto_debit,28.0,False,8,2025
BILL_0002613,USR_00044,broadband,2628.12,2025-09-23,2025-10-20,upi,27.0,False,9,2025
BILL_0002614,USR_00044,broadband,2796.39,2025-10-07,2025-10-06,upi,-1.0,True,10,2025
BILL_0002615,USR_00044,broadband,3157.57,2025-11-14,2025-11-12,upi,-2.0,True,11,2025
BILL_0002616,USR_00044,broadband,3216.25,2025-12-23,2025-12-18,auto_debit,-5.0,True,12,2025
BILL_0002617,USR_00044,mobile_recharge,1159.44,2025-01-06,2025-01-06,upi,0.0,True,1,2025
BILL_0002618,USR_00044,mobile_recharge,1121.42,2025-02-11,2025-02-09,upi,-2.0,True,2,2025
BILL_0002619,USR_00044,mobile_recharge,1276.7,2025-03-17,2025-03-12,upi,-5.0,True,3,2025
BILL_0002620,USR_00044,mobile_recharge,1208.44,2025-04-18,2025-04-16,upi,-2.0,True,4,2025
BILL_0002621,USR_00044,mobile_recharge,1073.67,2025-05-24,2025-06-14,upi,21.0,False,5,2025
BILL_0002622,USR_00044,mobile_recharge,1165.65,2025-06-18,2025-06-15,upi,-3.0,True,6,2025
BILL_0002623,USR_00044,mobile_recharge,1114.37,2025-07-25,2025-07-22,cash,-3.0,True,7,2025
BILL_0002624,USR_00044,mobile_recharge,1324.69,2025-08-09,2025-08-06,upi,-3.0,True,8,2025
BILL_0002625,USR_00044,mobile_recharge,1031.11,2025-09-05,2025-09-02,upi,-3.0,True,9,2025
BILL_0002626,USR_00044,mobile_recharge,1033.04,2025-10-20,2025-10-15,upi,-5.0,True,10,2025
BILL_0002627,USR_00044,mobile_recharge,862.82,2025-11-21,2025-11-21,auto_debit,0.0,True,11,2025
BILL_0002628,USR_00044,mobile_recharge,1077.03,2025-12-16,2025-12-16,upi,0.0,True,12,2025
BILL_0002629,USR_00044,dth,1040.63,2025-01-07,2025-01-04,upi,-3.0,True,1,2025
BILL_0002630,USR_00044,dth,920.06,2025-02-07,2025-02-06,upi,-1.0,True,2,2025
BILL_0002631,USR_00044,dth,951.43,2025-03-22,2025-03-21,upi,-1.0,True,3,2025
BILL_0002632,USR_00044,dth,1168.17,2025-04-10,2025-04-06,upi,-4.0,True,4,2025
BILL_0002633,USR_00044,dth,940.82,2025-05-15,2025-05-16,upi,1.0,False,5,2025
BILL_0002634,USR_00044,dth,1060.5,2025-06-14,2025-06-14,upi,0.0,True,6,2025
BILL_0002635,USR_00044,dth,1080.89,2025-07-19,2025-07-20,upi,1.0,False,7,2025
BILL_0002636,USR_00044,dth,1193.72,2025-08-08,2025-08-03,upi,-5.0,True,8,2025
BILL_0002637,USR_00044,dth,1071.1,2025-09-05,2025-09-04,upi,-1.0,True,9,2025
BILL_0002638,USR_00044,dth,1184.25,2025-10-09,2025-10-05,cash,-4.0,True,10,2025
BILL_0002639,USR_00044,dth,1173.35,2025-11-21,2025-11-20,upi,-1.0,True,11,2025
BILL_0002640,USR_00044,dth,1008.08,2025-12-21,2025-12-20,upi,-1.0,True,12,2025
BILL_0002641,USR_00045,electricity,6654.32,2025-01-25,2025-01-21,upi,-4.0,True,1,2025
BILL_0002642,USR_00045,electricity,7560.82,2025-02-05,2025-02-03,upi,-2.0,True,2,2025
BILL_0002643,USR_00045,electricity,5837.54,2025-03-08,2025-03-03,auto_debit,-5.0,True,3,2025
